6924155,출출할때 필요한 꿀 떨어지는 허니윙 ★,"['1)닭날개18개', '2)견과류약간', '3)맛술1숟가락', '4)올리브유1숟가락', '5)소금약간', '6)후추약간', '7)바질약간', '8)간장3숟가락', '9)다진마늘1숟가락', '10)꿀3숟가락', '11)맛술2숟가락', '12)후추약간']","['1)닭날개의 칼집을 낸 후 밑간 재료를 넣고 10분간 재운다.닭날개가 누린내가 심하다면 우유에 10분간 담가 사용해요.', '2)볼에 소스 재료를 넣고 섞어 소스를 만든다.', '3)팬에 올리브유를 두른 후 밑간한 닭날개를 앞뒤로 굽는다.', '4)닭날개가 노릇하게 구워졌으면 소스를 넣고 소스가 졸아들때까지 약불로 졸인다.', '5)접시에 닭날개를 올린 뒤 다진 견과류를 뿌려 완성한다.']"
6912539,에어프라이어 소시지 피자,"['1)후랑크 소시지4개', '2)피자치즈', '3)양파1/4개', '4)소금', '5)후춧가루약간', '6)케첩', '7)머스타드소스', '8)파슬리가루']","['1)양파 1/4개는 굵게 다지고 소금 한두 꼬집+후춧가루 뿌려 밑간해요', '2)끓는 물에 소시지 4개 넣고 약 2분 정도 삶아요', '3)삶은 소시지는 끝 조금만 남기고 반을 갈라요', '4)여기에 밑간한 양파 약간씩 넣고, 살짝 꾹꾹 눌러줘요~', '5)양파 위에 피자치즈 적당히 올리고', '6)에어프라이어에 넣어요에어프라이어종이호일을 깔고 구우면 설거지 안해도 됩니다', '7)굽기-170도에서 3분간 구워줍니다 구운 소시지에 케첩과 머스타드소스 파슬리가루 뿌립니다 무조건 맛있는 소시지피자 참 맛있네요~']"
6945267,여러가지 매력을 가진 치즈감자호떡,"['1)감자4개', '2)감자전분4T', '3)치즈', '4)소금1/3T', '5)후추톡톡톡', '6)파마산치즈가루취향껏']","['1)감자를 푹 삶아 주어요!강불대략 10분정도 이지만 푹 익을때까지 삶아주세요.', '2)푹 익은 감자를 건져 전분을 넣고 반죽해 주어요!쫀득한 것을 좋아하신다면 취향에 따라 전분 양을 더 늘려 주셔도 됩니다!감자전분이 없다면 찹쌀가루로 대체 가능해요!', '3)소금과 설탕과 후추를 넣어 간을 한 뒤 잘 섞어 반죽해주어요.', '4)탁구공 만큼 반죽에 치즈를 넣고 잘 오므려주세요!틈이 나지 않게 잘 오므리는게 중요해요!틈이 생기면 구어줄때 옆구리가 터지더라구요!취향껏 설탕과 견과류 등등을 넣어 드세요!', '5)중약불에 앞 뒤 양옆을 노릇노릇 구워주세요!중약불', '6)오래 골고루 구울수록 더욱 바삭해져 겉은 바삭 속은 촉촉 완전한 겉바속촉이 완성됩니다.시간을 투자해 구워준다면 더욱 바삭하고 쫀득한 치즈감자호떡을 맛보실 수 있어요!']"
6908461,"수원 왕갈비 통닭 레시피, 에어프라이어로 닭다리 굽기","['1)닭다리5개', '2)맛술2스푼', '3)소금0.5스푼', '4)생강가루약간', '5)식용유2스푼', '6)후춧가루약간', '7)진간장8숟가락', '8)설탕2숟가락', '9)고운 고춧가루0.5숟가락', '10)후춧가루1티스푼', '11)콜라7숟가락', '12)요리 당2숟가락', '13)식용유1숟가락', '14)참기름1숟가락', '15)양파1/4개', '16)청양고추2개', '17)홍고추0.5개', '18)마늘3개']","['1)닭다리는 기름 제거하고 칼집을 깊숙이 넣어요칼집을 넣어 구우면 잘 익어요', '2)손질한 닭다리에 밑간 재료 맛술,소금,생강가루,후춧가루를 넣고 밑간하고 (재료 준비하는 동안)식용유는 굽기 전에 발라주면 마르는 것을 예방해줍니다', '3)양파 마늘을 곱게 다지고', '4)청양 홍고추는 잘게 썰어요~ 매운고추는 기호에 맞게 하세요', '5)소스 팬에 다진 양파 마늘과 양념장 모두 넣고 중불에서 끓이다가 약불로 줄여 약 3분 정도 끓이고 마지막에 청양고추 홍고추 넣고 살짝 끓이면 갈비맛 양념장 완성~', '6)굽기전에 밑간한 닭다리에 식용유 2스푼을 넣고 코팅 시켜 구워요1차 180도에 20분 중간에 뒤집고 다시굽고2차 180도 15분 굽기 2~3번 뒤집어가며 구워요에어프라이어', '7)노릇하게 구운 닭다리에 양념을 버무려줄거예요', '8)볼에 구운 닭 넣고 양념을 적당히 넣고 섞어요', '9)화끈하게 맵고 맛있게 매운 갈비맛 닭다리 구이 완성~']"
6915873,양파를 이용한 럭셔리한 다이어트식 시금치프리타타,"['1)시금치3~4뿌리', '2)양파1/4개', '3)새송이버섯1개', '4)비엔나소시지4개', '5)방울토마토3개', '6)달걀3개', '7)우유1/2컵', '8)소금3꼬집', '9)후추가루', '10)올리브유2.5큰술']","['1)양파, 새송이버섯, 비엔나소시지, 방울토마토 등 냉장고 속 자투리재료들을 이용해 만들수 있는이탈리안 오믈렛 프리타타랍니다.', '2)프리타타 필수재료인 시금치는흐르는 물에 깨끗이 씻어2~3등분으로 잘라주세요.시금치 3~4뿌리칼', '3)양파와 새송이버섯은 채썰어 준비하세요.양파 1/4개, 새송이버섯 1개자색양파 대신 일반 양파를 사용하셔도 전혀 상관없어요.준비되어있는 식재료를 이용하세요!', '4)비엔나소시지를 모양을 살려 슬라이스 해주세요.비엔나소시지 4개비엔나소시지 대신 프랑크소시지나 베이컨, 어느것을 사용하셔도 상관없고요.다이어트식으로 드실 분들은 닭가슴살 등을 이용하셔도 좋아요.', '5)방울토마토 역시 모양을 살려 슬라이스 합니다.방울토마토 3개일반 토마토를 사용하셔도 되어요!', '6)팬에 올리브유를 두르시고양파, 새송이버섯, 비엔나소시지를 넣어센불에서 볶아주세요.양파, 새송이버섯, 비엔나소시지, 올리브유 2큰술센불', '7)양파의 숨이 죽기 시작하면 시금치를 넣고소금, 후추가루를 넣어 볶아주세요.시금치, 소금 1꼬집, 후추가루 센불', '8)시금치의 숨이 살짝 죽을 정도로만 볶아주세요.', '9)달걀에 소금을 넣고 잘 풀어주세요.달걀 3개, 소금 2꼬집', '10)풀어놓은 달걀에 우유를 넣고 섞어줍니다.우유 1/2컵(종이컵 기준)우유 대신 생크림을 넣어주시면훨씬 더 풍부한 맛을 보실수 있지만다이어트식으론 비추예욧!!!ㅋ', '11)오븐용기에 올리브유를 벽면까지 꼼꼼히 펴발라주세요.올리브유 0.5큰술솔', '12)볶은 재료들을 용기에 펼쳐 담아줍니다.볶은채소', '13)달걀물을 붓고방울토마토를 올려주세요.달걀물, 방울토마토다이어트식이 아니라면체다치즈 또는 모짜렐라치즈를 올려주세요.', '14)180도로 예열한 오븐에서 20~30분간 노릇하게 구워줍니다.오븐180도오븐이 준비되어있지 않을시 팬에 모든 재료를 넣고 뚜껑을 덮어약불에서 노릇해질때까지 구워주세요.']"
6918734,쫄깃한 떡에 베이컨을 말아줘~! (제발) 에어프라이어 베떡베떡 ★,"['1)떡볶이떡12개', '2)베이컨6줄', '3)고추장1숟가락', '4)올리고당3숟가락', '5)다진 마늘1/2숟가락', '6)케첩3숟가락', '7)간장1/2숟가락', '8)물3숟가락']","['1)베이컨은 2등분한다.', '2)끓는 물에 떡볶이떡을 넣고 30초간 데친다.', '3)베이컨 위에 떡볶이떡을 올리고 돌돌 만 뒤 꼬치에 3개씩 꽂는다.', '4)에어프라이어에 베이컨떡꼬치를 넣고 180도에서 8분간 익힌다.에어프라이어', '5)팬에 소스 재료를 넣고 한소끔 약불로 끓인 후 베이컨떡꼬치에 발라 완성한다.취향에 따라 머스터드소스나 다진 땅콩을 뿌려주세요.']"
6945300,꿀호떡버거,"['1)꿀호떡4개', '2)떡갈비2개', '3)체더치즈2장', '4)달걀2개', '5)양상추', '6)버터', '7)마요네즈', '8)머스터드소스']","['1)달군 팬에 버터 1조각을 녹여주고', '2)호떡을 앞, 뒤로 구워 주세요.같은 방법으로 4개 구워 주었지요.', '3)달걀은 완숙 또는 반숙으로 취향껏 부쳐 주고', '4)떡갈비는 시판용 냉동식품이죠그걸로 사용했어요.앞, 뒤로 노릇하게 구워 주세요.팬 하나로 요리하는 게 좋으니깐호떡 굽고, 달걀 부치고, 떡갈비 굽고이 순서로 하니 딱 좋더구먼요.', '5)양상추는 샐러드용으로 구입했어요.그러니 참고하세요. 잘라 넣지 않아도 되니깐요.꿀호떡 버거 재료 준비가 끝나면이제 차곡차곡 쌓아주기만 하면 됩니다.', '6)그냥 들고 먹으려면 불편하니깐호일이나 랩 등을 미리 깔아 놓고그 위에 올려 만들어 주심 편하겠죠.호떡 한쪽 면에 마요네즈를 적당히 펴 올려 발라주고', '7)떡갈비를 올려 줍니다.', '8)그리고 치즈', '9)달걀을 얹고', '10)양상추를 올려주고', '11)남은 호떡에는 머스터드소스를 발라 주세요.', '12)그리고 덮어주면 끝!옆에서 보면 이런 모습 ㅎㅎ그냥 먹기에는 너무 부담스러운 사이즈라서', '13)랩을 이용해 감싸 주었지요.그리고 반으로 컷!', '14)완성']"
6921948,11월11일에 챙겨야할 떡 레시피! 가래떡츄로스,"['1)가래떡2줄', '2)계핏가루1숟가락', '3)설탕3숟가락']","['1)가래떡을 4등분한다.', '2)가래떡 끝을 약간 남겨두고 칼집을 낸 후 번갈아 꼬아 꽈배기모양을 만든다.', '3)달군 팬에 식용유를 넉넉히 두르고 가래떡을 튀기듯 굽는다.', '4)볼에 계핏가루와 설탕을 섞는다.', '5)설탕계핏가루에 튀긴 가래떡을 넣고 묻혀 완성한다.']"
6927895,스팸 두부구이 / 아이 반찬 간단한 술안주,"['1)스팸 작은것1', '2)두부2모', '3)계란2개', '4)부침가루']","['1)재료 준비하고', '2)두부는 4등분으로 스팸 크기에 맞게 자른 후 물기 제거~', '3)스팸 1통 4등분뜨거운물 부어 식품 첨가물을 제거해 주어도 좋아요', '4)스팸 크기에 맞게 모서리를 자르고', '5)부침가루를 켜켜이 묻히고 두부 + 스팸 + 두부 순으로 올리고', '6)3등분으로 자른 후 다시 부침가루 전체적으로 묻히고', '7)크기는 가감~', '8)계란 2개 풀고 재료 적시고', '9)달군 팬에 기름 넉넉히 두르고 노릇하게 굽고', '10)튀긴 두부 기름 제거~ 아이 반찬 간단한 술안주로 좋은 스팸 두부구이 맛있게 드세요']"
6948238,[라이스 페이퍼 요리] 닭가슴살 꿔바로우,"['1)닭가슴살', '2)당근1/2개', '3)간장2숟가락', '4)식초3숟가락', '5)물엿2숟가락', '6)설탕2숟가락', '7)라이스페이퍼', '8)양파1/2개']","['1)먼저 준비한 재료는 먹기 좋은 크기로 썰어주세요.', '2)준비한 양념을 넣고 야채가 익을 정도로 적당히 볶아줍니다', '3)준비한 닭가슴살은 꿔바로우 느낌이 나게 썰어주고 후추를 조금 뿌려줍니다.', '4)그런다음 닭고기를 삶아주면 되는데 저는 집에 남는 월계수잎이 있어서 몇장 사용했어요.', '5)닭가슴살을 모두 삶으면 뜨거운 물에 라이스 페이퍼를 적시고, 그 위에 닭가슴살을 올리고 돌돌돌 말아줍니다.', '6)요렇게 하나씩 라이스 페이퍼로 감싸면 됩니다!', '7)준비한 닭가슴살을 모두 라이스페이퍼에 싼 뒤 접시에 올리고 만들어둔 소스를 뿌리면 완성!라이스 페이퍼의 식감이 쫀득해서 정말 꿔바로우를 먹는 느낌이었어요!']"
